case_id,description,text,expected_ids,mrr_dense,mrr_reranked,hit_rate_dense@1,hit_rate_dense@3,hit_rate_dense@5,hit_rate_dense@10,max_ont_similarity_dense@1,max_ont_similarity_dense@3,max_ont_similarity_dense@5,max_ont_similarity_dense@10
165,Hydroa vacciniforme,Hydroa vacciniforme,['HP:0032381'],0.0,,0.0,0.0,0.0,0.0,0.09285714285714286,0.10454545454545452,0.4642857142857143,0.4642857142857143
166,"Intellectual disability, profound",Schwere geistige Behinderung,['HP:0002187'],0.06666666666666667,,0.0,0.0,0.0,0.0,0.5,0.5227272727272727,0.5227272727272727,0.5227272727272727
167,Decreased circulating complement C8 concentration,Verminderte Konzentration von zirkulierendem Komplement C8,['HP:0004434'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
168,Abnormal Bowman capsule morphology,Abnorme Bowman-Kapsel-Morphologie,['HP:0031264'],0.0,,0.0,0.0,0.0,0.0,0.09285714285714286,0.09999999999999998,0.09999999999999998,0.17058823529411765
169,Papillary renal cell carcinoma type 2,Papilläres Nierenzellkarzinom Typ 2,['HP:0006732'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170,Abnormal emotional state,Abnormer emotionaler Zustand,['HP:0100851'],0.5,,0.0,1.0,1.0,1.0,0.41818181818181815,1.0,1.0,1.0
171,Low serum osmolality,Niedrige Serumosmolalität,['HP:6000680'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
172,Intracranial cystic lesion,Intrakranielle zystische Läsion,['HP:0010576'],0.5,,0.0,1.0,1.0,1.0,0.3846153846153846,1.0,1.0,1.0
173,Addictive amphetamine use,Amphetaminabhängiger Konsum,['HP:0033514'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
174,Transitional cell carcinoma of the bladder,Übergangszellkarzinom der Blase,['HP:0006740'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
175,Narrow internal auditory canal,Enger innerer Gehörgang,['HP:0011386'],0.05555555555555555,,0.0,0.0,0.0,0.0,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769
176,Unilateral ptosis,Einseitige Ptosis,['HP:0007687'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
177,Chiari type I malformation,Chiari-Typ-I-Fehlbildung,['HP:0007099'],0.0,,0.0,0.0,0.0,0.0,0.0875,0.0875,0.0875,0.0875
178,Abscess,Abszess,['HP:0025615'],0.0,,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125
179,EMG abnormality,EMG-Anomalie,['HP:0003457'],0.2,,0.0,0.0,1.0,1.0,0.5227272727272727,0.5227272727272727,1.0,1.0
180,Cerebellar gliosis,Zerebelläre Gliose,['HP:0012698'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
181,Bone marrow maturation arrest,Knochenmarkreifungsstopp,['HP:0033606'],0.0,,0.0,0.0,0.0,0.0,0.0,0.10999999999999999,0.10999999999999999,0.125
182,Storage in hepatocytes,Speicherung in Hepatozyten,['HP:0031137'],0.5,,0.0,1.0,1.0,1.0,0.5227272727272727,1.0,1.0,1.0
183,Simple renal cyst,Einfache Nierenzyste,['HP:0012581'],0.0,,0.0,0.0,0.0,0.0,0.26249999999999996,0.26249999999999996,0.26249999999999996,0.5249999999999999
184,Abnormal size of the palpebral fissures,Abnorme Größe der Lidspalten,['HP:0200007'],0.03571428571428571,,0.0,0.0,0.0,0.0,0.08333333333333334,0.3142857142857143,0.3142857142857143,0.3142857142857143
185,Iris hypoperfusion,Iris-Hypoperfusion,['HP:0012635'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
186,Notched primary central incisor,Kerbenförmiger primärer zentraler Schneidezahn,['HP:0012413'],0.07142857142857142,,0.0,0.0,0.0,0.0,0.08157894736842104,0.6954545454545454,0.6954545454545454,0.6954545454545454
187,Addictive alcohol use,Alkoholabhängiger Konsum,['HP:0030955'],0.0,,0.0,0.0,0.0,0.0,0.0,0.08999999999999998,0.08999999999999998,0.08999999999999998
188,Stippling of the epiphysis of the middle phalanx of the 3rd toe,Punktierung der Epiphyse der mittleren Phalanx des dritten Zehs,['HP:0100155'],0.14285714285714285,,0.0,0.0,0.0,1.0,0.6823529411764706,1.0,1.0,1.0
189,Aplasia of the distal phalanges of the toes,Aplasie der distalen Phalangen der Zehen,['HP:0010645'],0.1,,0.0,0.0,0.0,1.0,0.6299999999999999,0.6299999999999999,0.6299999999999999,1.0
190,Ivory epiphysis of the middle phalanx of the 3rd finger,Elfenbeinartige Epiphyse der mittleren Phalanx des dritten Fingers,['HP:0009327'],0.045454545454545456,,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
191,Carpal synostosis,Karpale Synostose,['HP:0009702'],0.3333333333333333,,0.0,1.0,1.0,1.0,0.6299999999999999,1.0,1.0,1.0
192,Decreased circulating alkaline phosphatase activity,Verminderte zirkulierende Alkalische-Phosphatase-Aktivität,['HP:0003282'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
193,Loss of subcutaneous adipose tissue in limbs,Verlust von subkutanem Fettgewebe an den Gliedmaßen,['HP:0003635'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
194,Hot cross bun sign,Hot-Cross-Bun-Zeichen,['HP:0041056'],0.0,,0.0,0.0,0.0,0.0,0.0875,0.09285714285714286,0.2,0.2
195,Renal cortical interstitial inflammation,Renale kortikale interstitielle Entzündung,['HP:0032946'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
196,Abnormal leukocyte count,Abnorme Leukozytenzahl,['HP:0011893'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
197,Midline hand movements,Mittellinien-Handbewegungen,['HP:5200009'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
198,Hypomature dental enamel,Hypomaturer Zahnschmelz,['HP:0011085'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
199,Absent dermoepidermal hemidesmosomes,Fehlende dermoepidermale Hemidesmosomen,['HP:0034256'],1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
